,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
413,Miranda Lambert,The House That Built Me,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,236627
414,Brandi Carlile,The Joke,0.236,0.578,7,-5.477,1,0.0404,0.327,0.00015,0.206,0.227,75.367,279373
415,Eminem,The Monster,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189
416,Eminem,The Real Slim Shady,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200
417,Bruce Springsteen,The Rising,0.499,0.761,10,-6.381,1,0.0324,0.0655,0.0,0.0895,0.326,110.186,287040
418,Sting,Saint Agnes And The Burning Train,0.741,0.0605,4,-22.508,0,0.0647,0.897,0.852,0.109,0.527,115.299,163067
419,Barbra Streisand,The Way We Were,0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,211093
420,Percy Faith & His Orchestra,"The Theme from ""A Summer Place""",0.326,0.326,0,-15.144,1,0.0297,0.591,0.918,0.494,0.87,186.232,142693
421,Appleby College,"Mission Impossible Theme (From ""Mission: Impossible"")",0.356,0.491,5,-9.354,1,0.0531,0.917,0.887,0.734,0.747,120.45,117400
422,Usher,There Goes My Baby,0.626,0.52,9,-8.077,0,0.0892,0.175,0.0,0.13,0.257,77.468,281293
423,Zach Williams,There Was Jesus,0.495,0.695,8,-6.331,1,0.0374,0.4,0.0,0.088,0.473,153.882,223348
424,Kendrick Lamar,These Walls,0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005,300973
425,Ed Sheeran,Thinking out Loud,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560
426,Childish Gambino,This Is America,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773
427,Kenny Loggins,This Is It,0.641,0.497,7,-12.228,0,0.029,0.254,2.15e-06,0.158,0.743,102.274,236733
428,Gary Clark Jr.,This Land,0.506,0.921,10,-2.967,0,0.0606,0.019,8.09e-05,0.0677,0.279,82.033,341667
429,George Benson,This Masquerade - 2015 GH Version,0.47,0.296,0,-14.146,0,0.0356,0.155,1.61e-05,0.0878,0.539,180.696,196920
430,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),0.747,0.525,6,-7.164,0,0.313,0.0531,0.0,0.039,0.699,94.949,235983
431,Hillary Scott & The Scott Family,Thy Will,0.373,0.506,0,-5.404,0,0.0273,0.718,1.03e-06,0.118,0.123,157.742,236200
432,The Black Keys,Tighten Up,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,211080
433,Rage Against The Machine,Tire Me,0.282,0.869,2,-8.32,1,0.0833,0.000799,0.0668,0.514,0.281,164.38,177733
434,The Kingston Trio,Tom Dooley,0.649,0.144,4,-13.986,1,0.0418,0.806,4.55e-06,0.105,0.458,125.74,183973
435,LCD Soundsystem,tonite,0.767,0.787,2,-8.28,1,0.0566,0.0678,0.00509,0.43,0.839,121.102,347347
436,Britney Spears,Toxic,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800
437,Chris Stapleton,Traveller,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413
438,The Pink Spiders,Here Comes Trouble,0.397,0.979,4,-4.082,1,0.0929,0.00346,0.000737,0.0823,0.669,218.101,163520
439,Lizzo,Truth Hurts,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325
440,Johann Sebastian Bach,"The Orchestra Tubular Bells Part 1 ""The Exorcist"" - Live At Sumida Triphony Hall / 2006",0.234,0.126,4,-19.545,0,0.0361,0.928,0.875,0.312,0.0864,105.125,615147
441,"Bobby ""Blue"" Bland",Turn On Your Love Light,0.626,0.741,5,-9.117,1,0.0342,0.0659,3.71e-05,0.593,0.817,106.15,158307
442,George Benson,Turn Your Love Around,0.627,0.385,9,-13.655,0,0.0537,0.334,0.0,0.182,0.766,205.726,230107
443,Phil Collins,Two Hearts,0.582,0.908,7,-2.48,1,0.039,0.311,0.0323,0.0625,0.711,155.561,204387
444,MC Hammer,U Can't Touch This,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,257360
445,No Doubt,Underneath It All,0.729,0.731,4,-4.823,1,0.0682,0.235,1.35e-06,0.391,0.838,138.204,302720
446,Nat King Cole,Unforgettable,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,191973
447,Alanis Morissette,Uninvited,0.38,0.538,2,-5.493,1,0.0313,0.0223,0.00487,0.094,0.193,127.416,276200
448,Joe Cocker,"Up Where We Belong - From ""An Officer And A Gentleman""",0.624,0.306,2,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,232667
449,Upper Left Trio,Up And Away,0.504,0.13,2,-19.944,1,0.0542,0.479,0.908,0.105,0.341,79.94,393213
450,Mark Ronson,Uptown Funk (feat. Bruno Mars),0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667
451,Kings of Leon,Use Somebody,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
452,Mariah Carey,Vision of Love,0.256,0.464,5,-10.959,1,0.0382,0.433,0.0,0.121,0.355,205.362,209293
453,Coldplay,Viva La Vida,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373
454,Old Crow Medicine Show,Wagon Wheel,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,232133
455,John Mayer,Waiting On the World to Change,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173
456,Foo Fighters,Walk,0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,255960
457,U2,Walk On,0.528,0.832,2,-6.421,1,0.0269,0.00417,0.000435,0.25,0.6,100.18,294907
458,Kirk Franklin,Wanna Be Happy?,0.668,0.546,0,-7.479,1,0.0799,0.242,0.0,0.143,0.488,83.93,265893
459,Harry Styles,Watermelon Sugar,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000
460,Various Artists,We Are The World,0.268,0.29,4,-13.611,1,0.0454,0.904,0.429,0.695,0.191,100.011,282227
461,fun.,We Are Young (feat. Janelle Monáe),0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627
462,Mariah Carey,We Belong Together,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986,201400
463,Damian Marley,Welcome To Jamrock,0.836,0.661,7,-6.502,0,0.338,0.0208,0.0,0.449,0.753,76.71,213200
464,Hillsong Worship,What A Beautiful Name,0.424,0.506,2,-5.877,1,0.0284,0.201,0.0,0.11,0.138,135.902,238200
465,Dinah Washington,What A Diff'rence A Day Made,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,151867
466,The Doobie Brothers,What a Fool Believes,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,223867
467,Dusty Springfield,What Are You Doing the Rest of Your Life?,0.274,0.138,1,-15.464,1,0.0317,0.969,0.00325,0.277,0.141,84.454,212027
468,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573
469,Tina Turner,What's Love Got to Do with It,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,226880
470,Michael Bolton,When a Man Loves a Woman,0.476,0.363,1,-10.706,1,0.0296,0.2,0.0,0.055,0.243,164.555,231067
471,Chris Cornell,When Bad Does Good,0.142,0.657,1,-5.767,1,0.0423,0.039,0.0,0.319,0.0377,179.119,265973
472,Babyface,When Can I See You,0.754,0.472,8,-11.787,1,0.0807,0.257,2.09e-05,0.121,0.613,169.199,229600
473,Doris Day,When I Fall In Love,0.265,0.0967,0,-14.367,1,0.0369,0.966,0.00029,0.359,0.0649,122.913,176987
474,Vince Gill,When My Amy Prays,0.571,0.181,0,-10.79,1,0.0337,0.763,0.0,0.12,0.165,120.025,235747
475,Sting,Whenever I Say Your Name,0.601,0.588,9,-6.611,1,0.11,0.352,2.03e-05,0.0869,0.538,78.012,326040
476,Jack Ü,Where Are Ü Now (with Justin Bieber),0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286
477,U2,Where The Streets Have No Name - Remastered,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506
478,Foo Fighters,White Limo,0.368,0.939,9,-3.65,0,0.0382,5.29e-06,0.898,0.082,0.615,84.08,202467
479,Baha Men,Who Let The Dogs Out,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221,198400
480,Creed,With Arms Wide Open,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,274800
481,Harry Nilsson,Without You,0.381,0.186,4,-15.477,1,0.029,0.613,2.75e-06,0.0694,0.142,65.058,201000
482,Wolfmother,Woman,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886,176307
483,Stevie Wonder,You Are The Sunshine Of My Life,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,178200
484,Tom Petty,You Don't Know How It Feels,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,289440
485,Debby Boone,You Light Up My Life,0.333,0.367,2,-10.06,1,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,216287
486,Leo Sayer,You Make Me Feel Like Dancing - Remastered,0.728,0.718,8,-5.281,0,0.0501,0.0848,0.0,0.0579,0.733,95.922,219467
487,Alanis Morissette,You Oughta Know - 2015 Remaster,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,249493
488,Lauren Daigle,You Say,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693
489,Melissa Manchester,You Should Hear How She Talks About You,0.753,0.834,4,-6.516,1,0.115,0.212,2.93e-05,0.259,0.852,131.909,256387
490,Leonard Cohen,You Want It Darker,0.674,0.327,4,-16.986,0,0.0574,0.613,0.199,0.0756,0.494,108.995,284373
491,Keith Urban,You’ll Think Of Me,0.581,0.49,2,-10.657,1,0.0355,0.366,7.51e-06,0.101,0.454,82.881,293600
492,Carole King,You’ve Got A Friend - Live At The Troubadour / 2007,0.468,0.467,9,-9.491,1,0.031,0.81,6.66e-06,0.707,0.386,91.198,351600
493,John Mayer,Your Body Is a Wonderland,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627
